2013/11/15 13:32:49,21.625,21.625
2013/11/15 13:32:56,21.625,21.625
2013/11/15 13:33:04,21.625,21.625
2013/11/15 13:33:11,21.625,21.625
2013/11/15 13:33:18,21.625,21.625
2013/11/15 13:33:25,21.625,21.625
2013/11/15 13:33:32,21.625,21.625
2013/11/15 13:33:39,21.687,21.625
2013/11/15 13:33:47,21.625,21.625
2013/11/15 13:33:54,21.625,21.625
2013/11/15 13:34:01,21.687,21.625
2013/11/15 13:34:08,21.687,21.687
2013/11/15 13:34:15,21.625,21.687
2013/11/15 13:34:23,21.687,21.687
2013/11/15 13:34:30,21.687,21.687
2013/11/15 13:34:37,21.687,21.687
2013/11/15 13:34:44,21.687,21.687
2013/11/15 13:34:51,21.687,21.687
2013/11/15 13:34:58,21.687,21.687
2013/11/15 13:35:06,21.687,21.687
2013/11/15 13:35:13,21.687,21.625
2013/11/15 13:35:20,21.687,21.687
2013/11/15 13:35:27,21.687,21.687
2013/11/15 13:35:34,21.687,21.625
2013/11/15 13:35:41,21.625,21.562
2013/11/15 13:35:49,21.625,21.562
2013/11/15 13:35:56,21.562,21.500
2013/11/15 13:36:03,21.562,21.500
2013/11/15 13:36:10,21.562,21.437
2013/11/15 13:36:17,21.500,21.437
2013/11/15 13:36:24,21.500,21.437
2013/11/15 13:36:32,21.437,21.375
2013/11/15 13:36:39,21.437,21.312
2013/11/15 13:36:46,21.437,21.312
2013/11/15 13:36:53,21.375,21.312
2013/11/15 13:37:00,21.187,20.812
2013/11/15 13:37:07,20.375,20.187
2013/11/15 13:37:15,20.125,20.000
2013/11/15 13:37:22,19.937,19.812
2013/11/15 13:37:29,19.500,19.500
2013/11/15 13:37:36,18.750,18.687
2013/11/15 13:37:43,18.250,18.250
2013/11/15 13:37:51,18.187,18.187
2013/11/15 13:37:58,17.750,17.750
2013/11/15 13:38:05,17.750,17.625
2013/11/15 13:38:12,17.750,17.500
2013/11/15 13:38:19,17.500,17.187
2013/11/15 13:38:26,17.187,16.937
2013/11/15 13:38:34,17.000,16.687
2013/11/15 13:38:41,16.750,16.500
2013/11/15 13:38:48,16.500,16.187
2013/11/15 13:38:55,16.312,16.000
2013/11/15 13:39:02,16.000,15.812
2013/11/15 13:39:10,15.562,15.375
2013/11/15 13:39:17,15.062,14.937
2013/11/15 13:39:24,14.750,14.625
2013/11/15 13:39:31,14.625,14.562
2013/11/15 13:39:38,14.375,14.250
2013/11/15 13:39:46,14.000,14.000
2013/11/15 13:39:53,13.750,13.750
2013/11/15 13:40:00,13.500,13.562
2013/11/15 13:40:07,13.312,13.250
2013/11/15 13:40:14,13.250,13.250
2013/11/15 13:40:21,13.250,13.187
2013/11/15 13:40:29,13.062,13.062
2013/11/15 13:40:36,12.750,12.812
2013/11/15 13:40:43,12.625,12.687
2013/11/15 13:40:50,12.750,12.812
2013/11/15 13:40:57,12.500,12.562
2013/11/15 13:41:05,12.437,12.625
2013/11/15 13:41:12,12.562,12.687
2013/11/15 13:41:19,12.500,12.500
2013/11/15 13:41:26,12.500,12.562
2013/11/15 13:41:33,12.500,12.562
2013/11/15 13:41:40,12.500,12.500
2013/11/15 13:41:48,12.437,12.437
2013/11/15 13:41:55,12.437,12.375
2013/11/15 13:42:02,12.250,12.250
2013/11/15 13:42:09,12.000,12.000
2013/11/15 13:42:16,12.000,11.875
2013/11/15 13:42:24,11.812,11.875
2013/11/15 13:42:31,11.750,11.750
2013/11/15 13:42:38,11.625,11.625
2013/11/15 13:42:45,11.437,11.500
2013/11/15 13:42:52,11.437,11.500
2013/11/15 13:42:59,11.562,11.625
2013/11/15 13:43:07,11.687,11.812
2013/11/15 13:43:14,11.687,11.687
2013/11/15 13:43:21,11.562,11.562
2013/11/15 13:43:28,11.437,11.500
2013/11/15 13:43:35,11.375,11.437
2013/11/15 13:43:43,11.437,11.500
2013/11/15 13:43:50,11.500,11.562
2013/11/15 13:43:57,11.562,11.625
2013/11/15 13:44:04,11.562,11.625
2013/11/15 13:44:11,11.562,11.625
2013/11/15 13:44:18,11.500,11.562
2013/11/15 13:44:26,11.437,11.437
2013/11/15 13:44:33,11.312,11.312
2013/11/15 13:44:40,11.250,11.312
2013/11/15 13:44:47,11.062,11.125
2013/11/15 13:44:55,11.125,11.187
2013/11/15 13:45:02,11.125,11.187
2013/11/15 13:45:09,11.125,11.187
2013/11/15 13:45:16,11.125,11.187
2013/11/15 13:45:23,11.000,11.062
2013/11/15 13:45:31,11.000,11.000
2013/11/15 13:45:38,10.937,11.000
2013/11/15 13:45:45,11.000,11.062
2013/11/15 13:45:52,,11.000
2013/11/15 13:45:59,11.062,11.125
2013/11/15 13:46:07,11.125,11.125
2013/11/15 13:46:14,11.125,11.125
2013/11/15 13:46:21,11.062,11.125
2013/11/15 13:46:28,11.062,11.125
2013/11/15 13:46:36,11.000,11.062
2013/11/15 13:46:43,10.937,10.937
2013/11/15 13:46:50,10.875,10.937
2013/11/15 13:46:57,10.875,10.937
2013/11/15 13:47:04,10.812,10.812
2013/11/15 13:47:12,10.687,10.750
2013/11/15 13:47:19,10.812,10.875
2013/11/15 13:47:26,10.875,10.937
2013/11/15 13:47:33,10.937,10.937
2013/11/15 13:47:40,10.875,
2013/11/15 13:47:47,10.875,10.937
2013/11/15 13:47:55,10.812,10.875
2013/11/15 13:48:02,10.750,10.750
2013/11/15 13:48:09,10.750,10.812
2013/11/15 13:48:16,10.687,10.750
2013/11/15 13:48:23,10.750,10.812
2013/11/15 13:48:31,10.750,10.750
2013/11/15 13:48:38,10.750,10.812
2013/11/15 13:48:45,10.812,10.750
2013/11/15 13:48:52,10.687,10.687
2013/11/15 13:48:59,10.687,10.687
2013/11/15 13:49:06,10.750,10.687
2013/11/15 13:49:14,10.750,10.750
2013/11/15 13:49:21,10.687,10.750
2013/11/15 13:49:28,10.687,10.687
2013/11/15 13:49:35,10.625,10.625
2013/11/15 13:49:42,10.562,10.625
2013/11/15 13:49:50,10.500,10.562
2013/11/15 13:49:57,10.562,10.562
2013/11/15 13:50:04,10.562,10.625
2013/11/15 13:50:11,10.562,10.562
2013/11/15 13:50:18,10.500,10.500
2013/11/15 13:50:25,10.500,10.500
2013/11/15 13:50:33,10.500,10.500
2013/11/15 13:50:40,10.562,10.500
2013/11/15 13:50:47,10.500,10.437
2013/11/15 13:50:54,10.375,10.375
2013/11/15 13:51:01,10.437,10.375
2013/11/15 13:51:09,10.437,10.437
2013/11/15 13:51:16,10.437,10.437
2013/11/15 13:51:23,10.375,10.375
2013/11/15 13:51:30,10.312,10.375
2013/11/15 13:51:37,10.312,10.250
2013/11/15 13:51:45,10.312,10.312
2013/11/15 13:51:52,10.375,10.375
2013/11/15 13:51:59,10.437,10.437
2013/11/15 13:52:06,10.375,10.375
2013/11/15 13:52:13,10.375,10.375
2013/11/15 13:52:21,10.437,10.375
2013/11/15 13:52:28,10.375,10.312
2013/11/15 13:52:35,10.375,10.312
2013/11/15 13:52:42,10.312,10.312
2013/11/15 13:52:49,10.187,10.187
2013/11/15 13:52:57,10.125,10.187
